YEAR,DISTRICT,TRAFFIC_AREAS,STREET_NO,TIME_SHARING,AREA,S_ROADSIDE,S_OUTSIDE,D_LEGAL_MEDIUM,D_LEGAL_LARGE,D_LEGAL_TRUCK,D_LEGAL_OTHER,D_ILLEGAL_MEDIUM,D_ILLEGAL_LARGE,D_ILLEGAL_TRUCK,D_ILLEGAL_OTHER,D_OUTSIDE_MEDIUM,D_OUTSIDE_LARGE,D_OUTSIDE_TRUCK,D_OUTSIDE_OTHER,
110,9,42,8,15,9042008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,8,16,9042008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,8,17,9042008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,8,18,9042008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,8,19,9042008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,8,20,9042008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,9,11,9042009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,9,12,9042009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,9,13,9042009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,9,14,9042009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,9,15,9042009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,9,16,9042009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,9,17,9042009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,9,18,9042009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,9,19,9042009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,9,20,9042009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,10,11,9042010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,10,12,9042010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,10,13,9042010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,10,14,9042010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,10,15,9042010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,10,16,9042010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,10,17,9042010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,10,18,9042010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,10,19,9042010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,10,20,9042010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,11,11,9042011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,11,12,9042011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,11,13,9042011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,11,14,9042011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,11,15,9042011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,11,16,9042011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,11,17,9042011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,11,18,9042011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,11,19,9042011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,11,20,9042011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,12,11,9042012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,12,12,9042012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,12,13,9042012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,12,14,9042012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,12,15,9042012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,12,16,9042012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,12,17,9042012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,12,18,9042012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,12,19,9042012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,12,20,9042012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,13,11,9042013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,13,12,9042013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,13,13,9042013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,13,14,9042013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,13,15,9042013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,13,16,9042013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,13,17,9042013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,13,18,9042013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,13,19,9042013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,13,20,9042013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,14,11,9042014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,14,12,9042014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,14,13,9042014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,14,14,9042014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,14,15,9042014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,14,16,9042014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,14,17,9042014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,14,18,9042014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,14,19,9042014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,14,20,9042014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,15,11,9042015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,15,12,9042015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,15,13,9042015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,15,14,9042015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,15,15,9042015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,15,16,9042015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,15,17,9042015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,15,18,9042015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,15,19,9042015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,15,20,9042015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,16,11,9042016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,16,12,9042016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,16,13,9042016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,16,14,9042016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,16,15,9042016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,16,16,9042016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,16,17,9042016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,16,18,9042016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,16,19,9042016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,16,20,9042016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,17,11,9042017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,17,12,9042017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,17,13,9042017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,17,14,9042017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,17,15,9042017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,17,16,9042017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,17,17,9042017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,17,18,9042017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,17,19,9042017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,17,20,9042017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,18,11,9042018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,18,12,9042018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,18,13,9042018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,18,14,9042018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,18,15,9042018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,18,16,9042018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,18,17,9042018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,18,18,9042018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,18,19,9042018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,18,20,9042018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,19,11,9042019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,19,12,9042019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,19,13,9042019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,19,14,9042019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,19,15,9042019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,19,16,9042019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,19,17,9042019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,19,18,9042019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,19,19,9042019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,42,19,20,9042019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,1,11,9043001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,1,12,9043001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,1,13,9043001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,1,14,9043001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,1,15,9043001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,1,16,9043001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,1,17,9043001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,1,18,9043001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,1,19,9043001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,1,20,9043001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,2,11,9043002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,2,12,9043002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,2,13,9043002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,2,14,9043002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,2,15,9043002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,2,16,9043002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,2,17,9043002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,2,18,9043002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,2,19,9043002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,2,20,9043002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,3,11,9043003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,3,12,9043003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,3,13,9043003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,3,14,9043003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,3,15,9043003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,3,16,9043003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,3,17,9043003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,3,18,9043003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,3,19,9043003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,3,20,9043003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,4,11,9043004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,4,12,9043004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,4,13,9043004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,4,14,9043004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,4,15,9043004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,4,16,9043004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,4,17,9043004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,4,18,9043004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,4,19,9043004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,4,20,9043004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,5,11,9043005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,5,12,9043005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,5,13,9043005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,5,14,9043005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,5,15,9043005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,5,16,9043005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,5,17,9043005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,5,18,9043005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,5,19,9043005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,5,20,9043005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,6,11,9043006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,6,12,9043006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,6,13,9043006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,6,14,9043006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,6,15,9043006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,6,16,9043006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,6,17,9043006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,6,18,9043006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,6,19,9043006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,6,20,9043006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,7,11,9043007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,7,12,9043007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,7,13,9043007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,7,14,9043007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,7,15,9043007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,7,16,9043007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,7,17,9043007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,7,18,9043007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,7,19,9043007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,7,20,9043007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,8,11,9043008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,8,12,9043008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,8,13,9043008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,8,14,9043008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,8,15,9043008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,8,16,9043008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,8,17,9043008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,8,18,9043008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,8,19,9043008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,8,20,9043008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,9,11,9043009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,9,12,9043009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,9,13,9043009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,9,14,9043009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,9,15,9043009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,9,16,9043009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,9,17,9043009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,9,18,9043009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,9,19,9043009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,9,20,9043009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,10,11,9043010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,10,12,9043010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,10,13,9043010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,10,14,9043010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,10,15,9043010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,10,16,9043010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,10,17,9043010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,10,18,9043010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,10,19,9043010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,10,20,9043010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,11,11,9043011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,11,12,9043011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,11,13,9043011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,11,14,9043011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,11,15,9043011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,11,16,9043011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,11,17,9043011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,11,18,9043011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,11,19,9043011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,11,20,9043011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,12,11,9043012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,12,12,9043012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,12,13,9043012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,12,14,9043012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,12,15,9043012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9,43,12,16,9043012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
