YEAR,DISTRICT,TRAFFIC_AREAS,STREET_NO,TIME_SHARING,AREA,S_ROADSIDE_HELP,S_ROADSIDE_POLICE,S_OUTSIDE_HELP,S_OUTSIDE_POLICE,D_ROADSIDE_HELP,D_ROADSIDE_POLICE,D_OUTSIDE_HELP,D_OUTSIDE_POLICE,
110,07,001,014,20,07001014,0,0,0,0,0,0,0,0,0
110,07,001,014,21,07001014,0,0,0,0,0,0,0,0,0
110,07,001,015,09,07001015,0,0,0,0,0,0,0,0,0
110,07,001,015,10,07001015,0,0,0,0,0,0,0,0,0
110,07,001,015,11,07001015,0,0,0,0,0,0,0,0,0
110,07,001,015,12,07001015,0,0,0,0,0,0,0,0,0
110,07,001,015,13,07001015,0,0,0,0,0,0,0,0,0
110,07,001,015,17,07001015,0,0,0,0,0,0,0,0,0
110,07,001,015,18,07001015,0,0,0,0,0,0,0,0,0
110,07,001,015,19,07001015,0,0,0,0,0,0,0,0,0
110,07,001,015,20,07001015,0,0,0,0,0,0,0,0,0
110,07,001,015,21,07001015,0,0,0,0,0,0,0,0,0
110,07,001,016,09,07001016,0,0,0,0,0,0,0,0,0
110,07,001,016,10,07001016,0,0,0,0,0,0,0,0,0
110,07,001,016,11,07001016,0,0,0,0,0,0,0,0,0
110,07,001,016,12,07001016,0,0,0,0,0,0,0,0,0
110,07,001,016,13,07001016,0,0,0,0,0,0,0,0,0
110,07,001,016,17,07001016,0,0,0,0,0,0,0,0,0
110,07,001,016,18,07001016,0,0,0,0,0,0,0,0,0
110,07,001,016,19,07001016,0,0,0,0,0,0,0,0,0
110,07,001,016,20,07001016,0,0,0,0,0,0,0,0,0
110,07,001,016,21,07001016,0,0,0,0,0,0,0,0,0
110,07,001,017,09,07001017,0,0,0,0,0,0,0,0,0
110,07,001,017,10,07001017,0,0,0,0,0,0,0,0,0
110,07,001,017,11,07001017,0,0,0,0,0,0,0,0,0
110,07,001,017,12,07001017,0,0,0,0,0,0,0,0,0
110,07,001,017,13,07001017,0,0,0,0,0,0,0,0,0
110,07,001,017,17,07001017,0,0,0,0,0,0,0,0,0
110,07,001,017,18,07001017,0,0,0,0,0,0,0,0,0
110,07,001,017,19,07001017,0,0,0,0,0,0,0,0,0
110,07,001,017,20,07001017,0,0,0,0,0,0,0,0,0
110,07,001,017,21,07001017,0,0,0,0,0,0,0,0,0
110,07,001,018,09,07001018,0,0,0,0,0,0,0,0,0
110,07,001,018,10,07001018,0,0,0,0,0,0,0,0,0
110,07,001,018,11,07001018,0,0,0,0,0,0,0,0,0
110,07,001,018,12,07001018,0,0,0,0,0,0,0,0,0
110,07,001,018,13,07001018,0,0,0,0,0,0,0,0,0
110,07,001,018,17,07001018,0,0,0,0,0,0,0,0,0
110,07,001,018,18,07001018,0,0,0,0,0,0,0,0,0
110,07,001,018,19,07001018,0,0,0,0,0,0,0,0,0
110,07,001,018,20,07001018,0,0,0,0,0,0,0,0,0
110,07,001,018,21,07001018,0,0,0,0,0,0,0,0,0
110,07,001,019,09,07001019,0,0,0,0,0,0,0,0,0
110,07,001,019,10,07001019,0,0,0,0,0,0,0,0,0
110,07,001,019,11,07001019,0,0,0,0,0,0,0,0,0
110,07,001,019,12,07001019,0,0,0,0,0,0,0,0,0
110,07,001,019,13,07001019,0,0,0,0,0,0,0,0,0
110,07,001,019,17,07001019,0,0,0,0,0,0,0,0,0
110,07,001,019,18,07001019,0,0,0,0,0,0,0,0,0
110,07,001,019,19,07001019,0,0,0,0,0,0,0,0,0
110,07,001,019,20,07001019,0,0,0,0,0,0,0,0,0
110,07,001,019,21,07001019,0,0,0,0,0,0,0,0,0
110,07,001,020,09,07001020,0,0,0,0,0,0,0,0,0
110,07,001,020,10,07001020,0,0,0,0,0,0,0,0,0
110,07,001,020,11,07001020,0,0,0,0,0,0,0,0,0
110,07,001,020,12,07001020,0,0,0,0,0,0,0,0,0
110,07,001,020,13,07001020,0,0,0,0,0,0,0,0,0
110,07,001,020,17,07001020,0,0,0,0,0,0,0,0,0
110,07,001,020,18,07001020,0,0,0,0,0,0,0,0,0
110,07,001,020,19,07001020,0,0,0,0,0,0,0,0,0
110,07,001,020,20,07001020,0,0,0,0,0,0,0,0,0
110,07,001,020,21,07001020,0,0,0,0,0,0,0,0,0
110,07,001,021,09,07001021,0,0,0,0,0,0,0,0,0
110,07,001,021,10,07001021,0,0,0,0,0,0,0,0,0
110,07,001,021,11,07001021,0,0,0,0,0,0,0,0,0
110,07,001,021,12,07001021,0,0,0,0,0,0,0,0,0
110,07,001,021,13,07001021,0,0,0,0,0,0,0,0,0
110,07,001,021,17,07001021,0,0,0,0,0,0,0,0,0
110,07,001,021,18,07001021,0,0,0,0,0,0,0,0,0
110,07,001,021,19,07001021,0,0,0,0,0,0,0,0,0
110,07,001,021,20,07001021,0,0,0,0,0,0,0,0,0
110,07,001,021,21,07001021,0,0,0,0,0,0,0,0,0
110,07,001,022,09,07001022,0,0,0,0,1,0,0,0,0
110,07,001,022,10,07001022,0,0,0,0,1,0,0,0,0
110,07,001,022,11,07001022,0,0,0,0,1,0,0,0,0
110,07,001,022,12,07001022,0,0,0,0,1,0,0,0,0
110,07,001,022,13,07001022,0,0,0,0,1,0,0,0,0
110,07,001,022,17,07001022,0,0,0,0,1,0,0,0,0
110,07,001,022,18,07001022,0,0,0,0,1,0,0,0,0
110,07,001,022,19,07001022,0,0,0,0,1,0,0,0,0
110,07,001,022,20,07001022,0,0,0,0,1,0,0,0,0
110,07,001,022,21,07001022,0,0,0,0,1,0,0,0,0
110,07,001,023,09,07001023,0,0,0,0,1,0,0,0,0
110,07,001,023,10,07001023,0,0,0,0,1,0,0,0,0
110,07,001,023,11,07001023,0,0,0,0,1,0,0,0,0
110,07,001,023,12,07001023,0,0,0,0,1,0,0,0,0
110,07,001,023,13,07001023,0,0,0,0,1,0,0,0,0
110,07,001,023,17,07001023,0,0,0,0,1,0,0,0,0
110,07,001,023,18,07001023,0,0,0,0,1,0,0,0,0
110,07,001,023,19,07001023,0,0,0,0,1,0,0,0,0
110,07,001,023,20,07001023,0,0,0,0,1,0,0,0,0
110,07,001,023,21,07001023,0,0,0,0,1,0,0,0,0
110,07,001,024,09,07001024,0,0,0,0,0,0,0,0,0
110,07,001,024,10,07001024,0,0,0,0,0,0,0,0,0
110,07,001,024,11,07001024,0,0,0,0,0,0,0,0,0
110,07,001,024,12,07001024,0,0,0,0,0,0,0,0,0
110,07,001,024,13,07001024,0,0,0,0,0,0,0,0,0
110,07,001,024,17,07001024,0,0,0,0,0,0,0,0,0
110,07,001,024,18,07001024,0,0,0,0,0,0,0,0,0
110,07,001,024,19,07001024,0,0,0,0,0,0,0,0,0
110,07,001,024,20,07001024,0,0,0,0,0,0,0,0,0
110,07,001,024,21,07001024,0,0,0,0,0,0,0,0,0
110,07,001,025,09,07001025,0,0,0,0,0,0,0,0,0
110,07,001,025,10,07001025,0,0,0,0,0,0,0,0,0
110,07,001,025,11,07001025,0,0,0,0,0,0,0,0,0
110,07,001,025,12,07001025,0,0,0,0,0,0,0,0,0
110,07,001,025,13,07001025,0,0,0,0,0,0,0,0,0
110,07,001,025,17,07001025,0,0,0,0,0,0,0,0,0
110,07,001,025,18,07001025,0,0,0,0,0,0,0,0,0
110,07,001,025,19,07001025,0,0,0,0,0,0,0,0,0
110,07,001,025,20,07001025,0,0,0,0,0,0,0,0,0
110,07,001,025,21,07001025,0,0,0,0,0,0,0,0,0
110,07,001,026,09,07001026,0,0,0,0,0,0,0,0,0
110,07,001,026,10,07001026,0,0,0,0,0,0,0,0,0
110,07,001,026,11,07001026,0,0,0,0,0,0,0,0,0
110,07,001,026,12,07001026,0,0,0,0,0,0,0,0,0
110,07,001,026,13,07001026,0,0,0,0,0,0,0,0,0
110,07,001,026,17,07001026,0,0,0,0,0,0,0,0,0
110,07,001,026,18,07001026,0,0,0,0,0,0,0,0,0
110,07,001,026,19,07001026,0,0,0,0,0,0,0,0,0
110,07,001,026,20,07001026,0,0,0,0,0,0,0,0,0
110,07,001,026,21,07001026,0,0,0,0,0,0,0,0,0
110,07,001,027,09,07001027,0,0,0,0,0,0,0,0,0
110,07,001,027,10,07001027,0,0,0,0,0,0,0,0,0
110,07,001,027,11,07001027,0,0,0,0,0,0,0,0,0
110,07,001,027,12,07001027,0,0,0,0,0,0,0,0,0
110,07,001,027,13,07001027,0,0,0,0,0,0,0,0,0
110,07,001,027,17,07001027,0,0,0,0,0,0,0,0,0
110,07,001,027,18,07001027,0,0,0,0,0,0,0,0,0
110,07,001,027,19,07001027,0,0,0,0,0,0,0,0,0
110,07,001,027,20,07001027,0,0,0,0,0,0,0,0,0
110,07,001,027,21,07001027,0,0,0,0,0,0,0,0,0
110,07,001,028,09,07001028,0,0,0,0,0,0,0,0,0
110,07,001,028,10,07001028,0,0,0,0,0,0,0,0,0
110,07,001,028,11,07001028,0,0,0,0,0,0,0,0,0
110,07,001,028,12,07001028,0,0,0,0,0,0,0,0,0
110,07,001,028,13,07001028,0,0,0,0,0,0,0,0,0
110,07,001,028,17,07001028,0,0,0,0,0,0,0,0,0
110,07,001,028,18,07001028,0,0,0,0,0,0,0,0,0
110,07,001,028,19,07001028,0,0,0,0,0,0,0,0,0
110,07,001,028,20,07001028,0,0,0,0,0,0,0,0,0
110,07,001,028,21,07001028,0,0,0,0,0,0,0,0,0
110,07,001,029,09,07001029,0,0,0,0,0,0,0,0,0
110,07,001,029,10,07001029,0,0,0,0,0,0,0,0,0
110,07,001,029,11,07001029,0,0,0,0,0,0,0,0,0
110,07,001,029,12,07001029,0,0,0,0,0,0,0,0,0
110,07,001,029,13,07001029,0,0,0,0,0,0,0,0,0
110,07,001,029,17,07001029,0,0,0,0,0,0,0,0,0
110,07,001,029,18,07001029,0,0,0,0,0,0,0,0,0
110,07,001,029,19,07001029,0,0,0,0,0,0,0,0,0
110,07,001,029,20,07001029,0,0,0,0,0,0,0,0,0
110,07,001,029,21,07001029,0,0,0,0,0,0,0,0,0
110,07,001,030,09,07001030,0,0,0,0,0,0,0,0,0
110,07,001,030,10,07001030,0,0,0,0,0,0,0,0,0
110,07,001,030,11,07001030,0,0,0,0,0,0,0,0,0
110,07,001,030,12,07001030,0,0,0,0,0,0,0,0,0
110,07,001,030,13,07001030,0,0,0,0,0,0,0,0,0
110,07,001,030,17,07001030,0,0,0,0,0,0,0,0,0
110,07,001,030,18,07001030,0,0,0,0,0,0,0,0,0
110,07,001,030,19,07001030,0,0,0,0,0,0,0,0,0
110,07,001,030,20,07001030,0,0,0,0,0,0,0,0,0
110,07,001,030,21,07001030,0,0,0,0,0,0,0,0,0
110,07,001,031,09,07001031,0,0,0,0,0,0,0,0,0
110,07,001,031,10,07001031,0,0,0,0,0,0,0,0,0
110,07,001,031,11,07001031,0,0,0,0,0,0,0,0,0
110,07,001,031,12,07001031,0,0,0,0,0,0,0,0,0
110,07,001,031,13,07001031,0,0,0,0,0,0,0,0,0
110,07,001,031,17,07001031,0,0,0,0,0,0,0,0,0
110,07,001,031,18,07001031,0,0,0,0,0,0,0,0,0
110,07,001,031,19,07001031,0,0,0,0,0,0,0,0,0
110,07,001,031,20,07001031,0,0,0,0,0,0,0,0,0
110,07,001,031,21,07001031,0,0,0,0,0,0,0,0,0
110,07,001,032,09,07001032,0,0,0,0,0,0,0,0,0
110,07,001,032,10,07001032,0,0,0,0,0,0,0,0,0
110,07,001,032,11,07001032,0,0,0,0,0,0,0,0,0
110,07,001,032,12,07001032,0,0,0,0,0,0,0,0,0
110,07,001,032,13,07001032,0,0,0,0,0,0,0,0,0
110,07,001,032,17,07001032,0,0,0,0,0,0,0,0,0
110,07,001,032,18,07001032,0,0,0,0,0,0,0,0,0
110,07,001,032,19,07001032,0,0,0,0,0,0,0,0,0
110,07,001,032,20,07001032,0,0,0,0,0,0,0,0,0
110,07,001,032,21,07001032,0,0,0,0,0,0,0,0,0
110,07,001,033,09,07001033,0,0,0,0,0,0,0,0,0
110,07,001,033,10,07001033,0,0,0,0,0,0,0,0,0
110,07,001,033,11,07001033,0,0,0,0,0,0,0,0,0
110,07,001,033,12,07001033,0,0,0,0,0,0,0,0,0
110,07,001,033,13,07001033,0,0,0,0,0,0,0,0,0
110,07,001,033,17,07001033,0,0,0,0,0,0,0,0,0
110,07,001,033,18,07001033,0,0,0,0,0,0,0,0,0
110,07,001,033,19,07001033,0,0,0,0,0,0,0,0,0
110,07,001,033,20,07001033,0,0,0,0,0,0,0,0,0
110,07,001,033,21,07001033,0,0,0,0,0,0,0,0,0
110,07,001,034,09,07001034,0,0,0,0,0,0,0,0,0
110,07,001,034,10,07001034,0,0,0,0,0,0,0,0,0
110,07,001,034,11,07001034,0,0,0,0,0,0,0,0,0
110,07,001,034,12,07001034,0,0,0,0,0,0,0,0,0
110,07,001,034,13,07001034,0,0,0,0,0,0,0,0,0
110,07,001,034,17,07001034,0,0,0,0,0,0,0,0,0
110,07,001,034,18,07001034,0,0,0,0,0,0,0,0,0
110,07,001,034,19,07001034,0,0,0,0,0,0,0,0,0
110,07,001,034,20,07001034,0,0,0,0,0,0,0,0,0
110,07,001,034,21,07001034,0,0,0,0,0,0,0,0,0
110,07,001,035,09,07001035,0,0,0,0,0,0,0,0,0
110,07,001,035,10,07001035,0,0,0,0,0,0,0,0,0
110,07,001,035,11,07001035,0,0,0,0,0,0,0,0,0
110,07,001,035,12,07001035,0,0,0,0,0,0,0,0,0
110,07,001,035,13,07001035,0,0,0,0,0,0,0,0,0
110,07,001,035,17,07001035,0,0,0,0,0,0,0,0,0
110,07,001,035,18,07001035,0,0,0,0,0,0,0,0,0
110,07,001,035,19,07001035,0,0,0,0,0,0,0,0,0
110,07,001,035,20,07001035,0,0,0,0,0,0,0,0,0
110,07,001,035,21,07001035,0,0,0,0,0,0,0,0,0
110,07,001,036,09,07001036,0,0,0,0,0,0,0,0,0
110,07,001,036,10,07001036,0,0,0,0,0,0,0,0,0
110,07,001,036,11,07001036,0,0,0,0,0,0,0,0,0
110,07,001,036,12,07001036,0,0,0,0,0,0,0,0,0
110,07,001,036,13,07001036,0,0,0,0,0,0,0,0,0
110,07,001,036,17,07001036,0,0,0,0,0,0,0,0,0
110,07,001,036,18,07001036,0,0,0,0,0,0,0,0,0
110,07,001,036,19,07001036,0,0,0,0,0,0,0,0,0
110,07,001,036,20,07001036,0,0,0,0,0,0,0,0,0
110,07,001,036,21,07001036,0,0,0,0,0,0,0,0,0
110,07,001,037,09,07001037,0,0,0,0,0,0,0,0,0
110,07,001,037,10,07001037,0,0,0,0,0,0,0,0,0
110,07,001,037,11,07001037,0,0,0,0,0,0,0,0,0
110,07,001,037,12,07001037,0,0,0,0,0,0,0,0,0
110,07,001,037,13,07001037,0,0,0,0,0,0,0,0,0
110,07,001,037,17,07001037,0,0,0,0,0,0,0,0,0
110,07,001,037,18,07001037,0,0,0,0,0,0,0,0,0
110,07,001,037,19,07001037,0,0,0,0,0,0,0,0,0
110,07,001,037,20,07001037,0,0,0,0,0,0,0,0,0
110,07,001,037,21,07001037,0,0,0,0,0,0,0,0,0
110,07,001,038,09,07001038,0,0,0,0,0,0,0,0,0
110,07,001,038,10,07001038,0,0,0,0,0,0,0,0,0
110,07,001,038,11,07001038,0,0,0,0,0,0,0,0,0
110,07,001,038,12,07001038,0,0,0,0,0,0,0,0,0
110,07,001,038,13,07001038,0,0,0,0,0,0,0,0,0
110,07,001,038,17,07001038,0,0,0,0,0,0,0,0,0
110,07,001,038,18,07001038,0,0,0,0,0,0,0,0,0
110,07,001,038,19,07001038,0,0,0,0,0,0,0,0,0
110,07,001,038,20,07001038,0,0,0,0,0,0,0,0,0
110,07,001,038,21,07001038,0,0,0,0,0,0,0,0,0
110,07,001,039,09,07001039,0,0,0,0,0,0,0,0,0
110,07,001,039,10,07001039,0,0,0,0,0,0,0,0,0
110,07,001,039,11,07001039,0,0,0,0,0,0,0,0,0
110,07,001,039,12,07001039,0,0,0,0,0,0,0,0,0
110,07,001,039,13,07001039,0,0,0,0,0,0,0,0,0
110,07,001,039,17,07001039,0,0,0,0,0,0,0,0,0
110,07,001,039,18,07001039,0,0,0,0,0,0,0,0,0
110,07,001,039,19,07001039,0,0,0,0,0,0,0,0,0
110,07,001,039,20,07001039,0,0,0,0,0,0,0,0,0
110,07,001,039,21,07001039,0,0,0,0,0,0,0,0,0
110,07,001,040,09,07001040,0,0,0,0,0,0,0,0,0
110,07,001,040,10,07001040,0,0,0,0,0,0,0,0,0
110,07,001,040,11,07001040,0,0,0,0,0,0,0,0,0
110,07,001,040,12,07001040,0,0,0,0,0,0,0,0,0
110,07,001,040,13,07001040,0,0,0,0,0,0,0,0,0
110,07,001,040,17,07001040,0,0,0,0,0,0,0,0,0
110,07,001,040,18,07001040,0,0,0,0,0,0,0,0,0
110,07,001,040,19,07001040,0,0,0,0,0,0,0,0,0
110,07,001,040,20,07001040,0,0,0,0,0,0,0,0,0
110,07,001,040,21,07001040,0,0,0,0,0,0,0,0,0
110,07,001,041,09,07001041,0,0,0,0,0,0,0,0,0
110,07,001,041,10,07001041,0,0,0,0,0,0,0,0,0
110,07,001,041,11,07001041,0,0,0,0,0,0,0,0,0
110,07,001,041,12,07001041,0,0,0,0,0,0,0,0,0
110,07,001,041,13,07001041,0,0,0,0,0,0,0,0,0
110,07,001,041,17,07001041,0,0,0,0,0,0,0,0,0
110,07,001,041,18,07001041,0,0,0,0,0,0,0,0,0
110,07,001,041,19,07001041,0,0,0,0,0,0,0,0,0
110,07,001,041,20,07001041,0,0,0,0,0,0,0,0,0
110,07,001,041,21,07001041,0,0,0,0,0,0,0,0,0
110,07,001,042,09,07001042,0,0,0,0,0,0,0,0,0
110,07,001,042,10,07001042,0,0,0,0,0,0,0,0,0
110,07,001,042,11,07001042,0,0,0,0,0,0,0,0,0
110,07,001,042,12,07001042,0,0,0,0,0,0,0,0,0
110,07,001,042,13,07001042,0,0,0,0,0,0,0,0,0
110,07,001,042,17,07001042,0,0,0,0,0,0,0,0,0
110,07,001,042,18,07001042,0,0,0,0,0,0,0,0,0
110,07,001,042,19,07001042,0,0,0,0,0,0,0,0,0
110,07,001,042,20,07001042,0,0,0,0,0,0,0,0,0
110,07,001,042,21,07001042,0,0,0,0,0,0,0,0,0
110,07,001,043,09,07001043,0,0,0,0,0,0,0,0,0
110,07,001,043,10,07001043,0,0,0,0,0,0,0,0,0
110,07,001,043,11,07001043,0,0,0,0,0,0,0,0,0
110,07,001,043,12,07001043,0,0,0,0,0,0,0,0,0
110,07,001,043,13,07001043,0,0,0,0,0,0,0,0,0
110,07,001,043,17,07001043,0,0,0,0,0,0,0,0,0
110,07,001,043,18,07001043,0,0,0,0,0,0,0,0,0
